time_s,true_x_m,true_y_m,true_vx_mps,true_vy_mps,true_ax_mps2,true_ay_mps2,imu_ax_mps2,imu_ay_mps2,gps_x_m,gps_y_m,gps_available,estimated_x_m,estimated_y_m,estimated_vx_mps,estimated_vy_mps,gps_position_error_m,kalman_position_error_m
1.9,3.481749999999998,0.6602499999999998,2.165,0.3950000000000001,0.35,0.05,0.342511113352062,-0.0160978632354613,,,0,5.7958260577249625,-0.24454665846664012,3.1057087354648205,0.3563399809235971,,2.4846740216994885
2.0,3.699999999999998,0.6999999999999997,2.2,0.4000000000000001,0.35,0.05,0.3222706454682109,0.0548161510956402,6.360277163214214,-0.7672324043567715,1,6.230238144262521,-0.47928966115641225,3.2057595292210213,0.21164089796220772,3.0380660811630853,2.7915639293398713
2.1,3.921749999999998,0.7402499999999997,2.235,0.4050000000000001,0.35,0.05,0.2478605683394087,0.0903370171517901,,,0,6.55205340002632,-0.45767388627443256,3.230545586054962,0.22067459967738673,,2.8902452514443944
2.2,4.146999999999999,0.7809999999999997,2.27,0.4100000000000001,0.35,0.05,0.5333812008011045,-0.042949890119292,,,0,6.877774864635822,-0.43582117575729035,3.2838837061350725,0.21637961066545752,,2.9896128737845222
2.3000000000000003,4.375749999999999,0.8222499999999997,2.305,0.4150000000000001,0.35,0.05,0.3268205776896796,0.1206704440099894,,,0,7.207797338137778,-0.41357986247069467,3.3165657639040407,0.22844665506645645,,3.0899462089861065
2.4000000000000004,4.608,0.8639999999999997,2.3400000000000003,0.4200000000000001,0.35,0.05,0.2857508266755338,-0.0300178520747086,,,0,7.54088266866156,-0.39088528622442253,3.345140846571594,0.2254448698589856,,3.1900686246094936
2.5,4.84375,0.9062499999999996,2.3750000000000004,0.4250000000000001,0.35,0.05,0.2971799674267655,-0.0117457483324313,4.285879968441853,-1.2344119441110657,1,6.26935431967367,-0.7560738402283338,2.6150287944313146,0.04102836672448859,2.212160150413178,2.189901419256972
2.6,5.083,0.9489999999999996,2.4100000000000006,0.4300000000000001,0.35,0.05,0.4298463778330023,0.2543963959705012,,,0,6.533006431005966,-0.7506990215760325,2.6580134322146147,0.06646800632153871,,2.23416548489703
2.7,5.32575,0.9922499999999996,2.4450000000000007,0.4350000000000001,0.35,0.05,0.4048166096546117,-0.1060879078768649,,,0,6.800831857275701,-0.744582660483263,2.698495093180076,0.055859215533852216,,2.278695718209278
2.8000000000000003,5.572000000000001,1.0359999999999998,2.480000000000001,0.4400000000000001,0.35,0.05,0.4119098917393982,-0.3119170496394235,,,0,7.072740916052406,-0.7405563241780749,2.739686082354016,0.024667510569909862,,2.3255914667221593
2.9000000000000004,5.8217500000000015,1.08025,2.515000000000001,0.4450000000000001,0.35,0.05,0.4146231504511823,0.2916405492517841,,,0,7.3487826400400635,-0.736631370374825,2.781148397399134,0.053831565495088274,,2.373370303547852
3.0,6.075000000000002,1.125,2.550000000000001,0.4500000000000001,0.35,0.05,0.6712471401305691,0.4323991928910504,-1.880125004757604,-3.009027830543599,1,3.7266266121928204,-1.664910345899277,1.2468170592778494,-0.2868486935336096,8.965165918432783,3.6467049931022393
3.1,6.331750000000002,1.17025,2.5850000000000013,0.4550000000000001,0.35,0.05,0.2890377475423076,-0.0107903898173997,,,0,3.852753506858317,-1.693649167201725,1.27572083403208,-0.28792773251534953,,3.787788543848179
3.2,6.592000000000002,1.2160000000000002,2.620000000000001,0.4600000000000001,0.35,0.05,0.2731635906392693,-0.2405257060930278,,,0,3.9816914082147217,-1.7236445689837252,1.303037193096007,-0.3119803031246523,,3.9313129023652604
3.3000000000000003,6.855750000000003,1.2622500000000003,2.6550000000000016,0.4650000000000001,0.35,0.05,0.2279340907628183,0.0034274035706084,,,0,4.1131347979781365,-1.7548254622783375,1.3258306021722888,-0.31163756276759147,,4.077337671991797
3.4000000000000004,7.123000000000004,1.3090000000000004,2.6900000000000017,0.4700000000000001,0.35,0.05,0.4423969133863243,0.0070665575238996,,,0,4.247929842762297,-1.785953885767477,1.3700702935109212,-0.3109309070152015,,4.224306802786234
3.5,7.393750000000004,1.3562500000000004,2.725000000000002,0.4750000000000001,0.35,0.05,0.5193458439081338,0.0215114238466614,1.96189396005882,-5.393101333854822,1,3.474151768174713,-3.1635538420203515,1.0912451042221039,-0.7964245430866193,8.663648392360656,5.982631283078532
3.6,7.668000000000005,1.4040000000000006,2.760000000000002,0.4800000000000001,0.35,0.05,0.3329078813517687,-0.1170082062882772,,,0,3.584940818003682,-3.243781337360455,1.1245358923572808,-0.808125363715447,,6.186537290245701
3.7,7.945750000000005,1.4522500000000007,2.795000000000002,0.4850000000000001,0.35,0.05,0.2239765284556207,0.1369341713714716,,,0,3.6985142898816883,-3.3239092028751425,1.1469335452028429,-0.7944319465782999,,6.3914558520350555
3.8,8.227000000000004,1.5010000000000008,2.8300000000000023,0.4900000000000001,0.35,0.05,0.226327817646314,0.1286761062929129,,,0,3.814339283490204,-3.4027090170015075,1.1695663269674743,-0.7815643359490085,,6.596812618412826
3.9,8.511750000000003,1.5502500000000008,2.8650000000000024,0.4950000000000001,0.35,0.05,0.4475889181737051,-0.1741608429728959,,,0,3.9335338607778203,-3.4817362548112727,1.2143252187848448,-0.7989804202462981,,6.803010266495565
4.0,8.800000000000002,1.600000000000001,2.9000000000000026,0.5000000000000001,0.35,0.05,0.4614881256805163,0.1548795097542331,5.213923077105694,5.574867038144893,1,4.458319636513254,-0.3932228416805388,1.3905259685501996,0.2437152015019849,5.353458290474099,4.777355510665233
4.1000000000000005,9.091750000000005,1.650250000000001,2.9350000000000027,0.5050000000000001,0.35,0.05,0.4314731402457792,0.3579027472918836,,,0,4.599529599069503,-0.36706180779388087,1.4336732825747776,0.2795054762311733,,4.924387379197621
4.2,9.387000000000002,1.7010000000000012,2.970000000000003,0.5100000000000001,0.35,0.05,0.2501735439066958,0.0757940498655589,,,0,4.744147795046514,-0.3387322899214357,1.458690636965447,0.2870848812177292,,5.071152177916732
4.3,9.685750000000002,1.7522500000000012,3.005000000000003,0.5150000000000001,0.35,0.05,0.3848241984600079,-0.0005987743102759,,,0,4.891940979735359,-0.3100267956712142,1.4971730568114479,0.2870250037867016,,5.218581273175172
4.4,9.988,1.8040000000000012,3.040000000000003,0.5200000000000001,0.35,0.05,0.3675028713711092,0.0286995178388718,,,0,5.04349579977336,-0.2811807977033497,1.5339233439485587,0.28989495557058875,,5.3661998420828185
4.5,10.29375,1.8562500000000013,3.0750000000000037,0.5250000000000001,0.35,0.05,0.3828032895093519,0.1422885150452841,10.160441496886936,5.7279412869635244,1,6.790565531105051,1.66680217451712,2.0401425349618068,0.8680510359261042,3.873985619301072,3.5083032796049682
4.6000000000000005,10.603000000000002,1.9090000000000016,3.1100000000000034,0.5300000000000001,0.35,0.05,0.4807143166922284,-0.2096007408260827,,,0,6.996983356184692,1.7525592744056,2.0882139666310295,0.847090961843496,,3.6094085022476374
4.7,10.91575,1.9622500000000016,3.145000000000004,0.5350000000000001,0.35,0.05,0.3835393323162023,0.0746586054465953,,,0,7.207722449509375,1.8376416636171824,2.12656789986265,0.8545568223881554,,3.7101206924699355
4.800000000000001,11.232,2.0160000000000013,3.180000000000004,0.5400000000000001,0.35,0.05,0.4518370344607842,-0.0085695924194215,,,0,7.4226384246679435,1.9230544978939008,2.1717516033087283,0.8536998631462133,,3.810495306122037
4.9,11.55175,2.070250000000001,3.215000000000004,0.5450000000000002,0.35,0.05,0.3601368604233337,0.3271737519434068,,,0,7.641614269300933,2.010060352968239,2.2077652893510615,0.886417238340554,,3.9105989600187
5.0,11.875,2.125000000000001,3.250000000000004,0.5500000000000002,0.35,0.05,0.3933679098034976,0.0238740899292563,13.107947730702628,4.472676477145479,1,9.428759454942405,2.8070505530032737,2.6684591264635826,1.079559554871532,2.6517437560946497,2.539544400308006
5.1000000000000005,12.20175,2.180250000000001,3.285000000000004,0.5550000000000002,0.35,0.05,0.444693233875781,0.3001831416679279,,,0,9.697828833758143,2.916507424198766,2.7129284498511606,1.1095778690383247,,2.609922642807979
5.2,12.532,2.2360000000000007,3.3200000000000043,0.5600000000000002,0.35,0.05,0.13142662702165,-0.115561104667301,,,0,9.969778811878367,3.026887405579262,2.7260711125533255,1.0980217585715946,,2.6815070958629454
5.300000000000001,12.86575,2.292250000000001,3.3550000000000044,0.5650000000000002,0.35,0.05,0.3020493175464048,0.1380888750204188,,,0,10.243896169721431,3.1373800258115234,2.756276044307966,1.1118306460736365,,2.754698217205396
5.4,13.203,2.3490000000000006,3.390000000000005,0.5700000000000002,0.35,0.05,0.2794441018560806,0.0979100395686843,,,0,10.520920994661509,3.24905264061673,2.784220454493574,1.121621650030505,,2.8290709688444817
5.5,13.54375,2.4062500000000004,3.4250000000000047,0.5750000000000002,0.35,0.05,0.2541683227634987,-0.0803570871797173,10.841059014086271,3.978102862578013,1,10.811891484540814,3.5329363205285325,2.8124463704894263,1.156459304440169,3.1265412178530463,2.955075805009575
5.6000000000000005,13.888,2.4640000000000004,3.460000000000005,0.5800000000000002,0.35,0.05,0.3087286623159974,0.076609417195541,,,0,11.094679764901336,3.6489652980585268,2.843319236721026,1.164120246159723,,3.0342677359479318
5.7,14.23575,2.52225,3.495000000000005,0.5850000000000002,0.35,0.05,0.5742411966851594,0.23187782552474,,,0,11.381882894556865,3.766536711802123,2.900743356389542,1.187308028712197,,3.1133272999634514
5.800000000000001,14.587,2.581,3.530000000000005,0.5900000000000002,0.35,0.05,0.2201253326460135,0.0014312443570098,,,0,11.67305785685905,3.8852746708951273,2.9227558896541437,1.1874511531478982,,3.1925211402137132
5.9,14.94175,2.64025,3.5650000000000053,0.5950000000000002,0.35,0.05,0.4952417531887221,-0.2037943973754645,,,0,11.967809654590408,4.00300081422304,2.972280064973016,1.1670717134103517,,3.2713011111361316
6.0,15.3,2.7,3.6000000000000054,0.6000000000000002,0.35,0.05,0.0975695342576292,0.0473655760283831,17.486142702223038,0.9700581232989208,1,13.63253851412572,3.2951503664866846,3.299581491642244,0.9802161521635206,2.78781613655691,1.7704891317382603
6.1000000000000005,15.66175,2.76025,3.6350000000000056,0.6050000000000002,0.35,0.05,0.2997672455021337,-0.0853634642188768,,,0,13.963995499517454,3.3927451643819424,3.3295582161924573,0.9716798057416329,,1.811745146778453
6.2,16.027,2.821,3.6700000000000057,0.6100000000000002,0.35,0.05,0.3744129597657508,-0.0013511407995823,,,0,14.298823385935528,3.489906389252108,3.3669995121690324,0.9715446916616747,,1.8531136411406721
6.300000000000001,16.395750000000003,2.8822499999999995,3.705000000000006,0.6150000000000002,0.35,0.05,0.4379333497038917,0.0377618345472318,,,0,14.63771300390095,3.5872496675910113,3.4107928471394215,0.9753208751163979,,1.8941274009306812
6.4,16.768000000000004,2.9439999999999995,3.740000000000006,0.6200000000000002,0.35,0.05,0.4566839869689282,-0.2058478324023275,,,0,14.981075708549737,3.6837525159406397,3.4564612458363144,0.9547360918761651,,1.9339938490635247
6.5,17.143750000000008,3.006249999999999,3.775000000000006,0.6250000000000002,0.35,0.05,0.4690020852799887,-0.1923487508981017,18.822371111848508,4.704813275724498,1,16.191942368746847,4.007129748493946,3.6917187387392123,0.9854602871040293,2.388071615086833,1.381194424350554
6.6000000000000005,17.52300000000001,3.068999999999999,3.8100000000000063,0.6300000000000002,0.35,0.05,0.2976912391627343,0.1223100253288287,,,0,16.56260269881658,4.1062873273309926,3.721487862655486,0.9976912896369122,,1.413622288860038
6.7,17.905750000000012,3.132249999999999,3.8450000000000064,0.6350000000000002,0.35,0.05,0.2806472311003149,-0.028407804425452,,,0,16.936154721237628,4.205914417272557,3.7495525857655174,0.994850509194367,,1.446675597884863
6.800000000000001,18.29200000000001,3.195999999999999,3.880000000000007,0.6400000000000002,0.35,0.05,0.478696382188573,-0.334711651273085,,,0,17.313503461725123,4.303725909935627,3.7974222239843747,0.9613793440670585,,1.4780095287103703
6.9,18.68175000000001,3.2602499999999988,3.915000000000007,0.6450000000000002,0.35,0.05,0.3213043512677577,0.1677266054912202,,,0,17.6948522058799,4.400702477369789,3.8295526591111506,0.9781520046161805,,1.5081774130313823
7.0,19.075000000000017,3.324999999999999,3.950000000000007,0.6500000000000002,0.35,0.05,0.1586470514993117,0.0908554632911359,17.42634213660977,-0.0433052968129863,1,17.925967666486645,3.436047496255078,3.8138853624642497,0.7676511768265214,3.750140440444452,1.154385918955921
7.1000000000000005,19.471750000000014,3.3902499999999987,3.985000000000007,0.6550000000000002,0.35,0.05,0.1800069178994779,-0.0570812236054725,,,0,18.30825623732257,3.5125272078197027,3.8318860542541975,0.7619430544659741,,1.1699014707835438
7.2,19.87200000000002,3.455999999999998,4.020000000000007,0.6600000000000003,0.35,0.05,0.2120821570997582,-0.1475245316587362,,,0,18.69250525353349,3.5879838906080064,3.8530942699641733,0.7471906013001005,,1.1868561851893318
7.300000000000001,20.275750000000023,3.5222499999999983,4.055000000000007,0.6650000000000003,0.35,0.05,0.4245741116080646,0.1753711844471505,,,0,19.079937551087948,3.663579806660252,3.8955516811249797,0.7647277197448156,,1.2041351781356278
7.4,20.683000000000025,3.588999999999998,4.090000000000007,0.6700000000000003,0.35,0.05,0.3713638604105848,0.1024025933840644,,,0,19.471349538502498,3.740564591601654,3.9326880671660382,0.774967979083222,,1.2210932258736624
7.5,21.09375000000003,3.6562499999999982,4.125000000000007,0.6750000000000003,0.35,0.05,0.4535728031101652,0.4073903424026109,17.541365004305213,3.915766625764384,1,19.34924624917178,3.841393234979499,3.8761724398738897,0.8198979045056758,3.5618517707346817,1.7543008163118714
7.6,21.50800000000003,3.723999999999998,4.160000000000007,0.6800000000000003,0.35,0.05,0.2859121030495198,0.1130282898087406,,,0,19.73829305367442,3.9239481668791103,3.904763650178842,0.8312007334865499,,1.780966576135398
7.7,21.925750000000036,3.792249999999998,4.195000000000007,0.6850000000000003,0.35,0.05,0.3737809536615071,0.1081554711893022,,,0,20.130638323460612,4.007609017583712,3.9421417455449927,0.8420162806054801,,1.8079838046019117
7.800000000000001,22.347000000000037,3.860999999999998,4.230000000000008,0.6900000000000003,0.35,0.05,0.4438385590951005,0.0249608104837152,,,0,20.527071690810587,4.091935449696678,3.986525601454503,0.8445123616538516,,1.8345217994114376
7.9,22.77175000000004,3.930249999999998,4.265000000000008,0.6950000000000003,0.35,0.05,0.3035980190419642,0.1725163800801186,,,0,20.927242241051246,4.177249267762464,4.0168854033587,0.8617639996618635,,1.860972195143575
8.0,23.20000000000004,3.999999999999998,4.300000000000008,0.7000000000000003,0.05,0.25,0.1185162856336117,0.343762780187223,24.181029606367986,1.6224225086262545,1,21.93561613856744,3.703429177733497,4.1430713985815215,0.7901773523938007,2.5720213482896113,1.2986996579929622
8.1,23.63025000000004,4.071249999999997,4.305000000000008,0.7250000000000003,0.05,0.25,-0.0492888911599976,0.4377587512847792,,,0,22.34967683396979,3.784635706729301,4.1381425094655215,0.8339532275222786,,1.3122558388758623
8.200000000000001,24.061000000000043,4.144999999999997,4.310000000000008,0.7500000000000003,0.05,0.25,-0.0044580769847607,0.1718015622044073,,,0,22.76346879453142,3.868890037292551,4.137696701767045,0.8511333837427194,,1.3265835596264428
8.3,24.492250000000045,4.221249999999997,4.315000000000008,0.7750000000000004,0.05,0.25,-0.0072606840997493,0.1846888790584056,,,0,23.177202161287628,3.954926820062115,4.136970633357071,0.86960227164856,,1.3417447053275164
8.4,24.92400000000005,4.299999999999996,4.320000000000007,0.8000000000000004,0.05,0.25,-0.1293759468383559,0.1781345243632029,,,0,23.590252344889144,4.042777719848787,4.124033038673235,0.8874157240848802,,1.3583247435425831
8.5,25.35625000000005,4.381249999999996,4.325000000000007,0.8250000000000004,0.05,0.25,0.1230458721178372,0.3686202581768484,25.436006023978344,6.092861108415452,1,24.2951434732739,4.532545715578694,4.189419867946978,0.9968763634028688,1.7134682984555072,1.0718383528374522
8.6,25.78900000000005,4.464999999999996,4.330000000000007,0.8500000000000004,0.05,0.25,-0.0204103510304085,0.4747561660445097,,,0,24.713983408313446,4.634607132749203,4.187378832843938,1.0443519800073198,,1.0883139491345741
8.700000000000001,26.22225000000005,4.551249999999996,4.335000000000007,0.8750000000000004,0.05,0.25,0.0518741178091531,0.1811739260276049,,,0,25.132980662186885,4.739948200380073,4.192566244624853,1.0624693726100802,,1.105492967470444
8.8,26.656000000000056,4.639999999999996,4.340000000000007,0.9000000000000005,0.05,0.25,0.1221119988358863,0.1862839408310363,,,0,25.552847846643548,4.847126557345236,4.204777444508442,1.0810977666931838,,1.1224286543975928
8.9,27.090250000000054,4.731249999999996,4.345000000000007,0.9250000000000004,0.05,0.25,0.1169796764044916,0.2971115835804698,,,0,25.973910489476417,4.956721891932457,4.216475412148891,1.1108089250512307,,1.1388816781420965
9.0,27.52500000000006,4.824999999999996,4.350000000000007,0.9500000000000004,0.05,0.25,0.1498077663459179,0.2131357749980648,29.37957214399596,9.48064036036746,1,26.980856969257882,5.933324271193502,4.334504928341006,1.2845151065797393,5.011429437033714,1.2346960468155306
9.1,27.960250000000062,4.921249999999995,4.355000000000007,0.9750000000000004,0.05,0.25,0.0352271773235864,0.3928080479709834,,,0,27.414483597978602,6.063739822091331,4.338027646073364,1.3237959113768376,,1.266153213145132
9.2,28.396000000000065,5.019999999999995,4.360000000000007,1.0000000000000004,0.05,0.25,-0.013494746806623,-0.0877665935928569,,,0,27.848218888851903,6.195680580261051,4.336678171392702,1.3150192520175519,,1.297030829446119
9.3,28.832250000000062,5.1212499999999945,4.365000000000006,1.0250000000000004,0.05,0.25,0.0380422683640401,0.1259942429624658,,,0,28.282076917332994,6.327812476677619,4.340482398229105,1.3276186763137985,,1.326078214517465
9.4,29.26900000000007,5.224999999999994,4.370000000000006,1.0500000000000005,0.05,0.25,-0.2031001650937045,0.1326375499057831,,,0,28.715109656330437,6.461237532058528,4.320172381719735,1.3408824313043768,,1.3546504155982961
9.5,29.70625000000007,5.3312499999999945,4.375000000000006,1.0750000000000002,0.05,0.25,-0.167066870863463,-0.0980534018579217,33.5371924965942,2.3273757017303622,1,29.976648486178778,5.787822355723817,4.446068922246622,1.1924828593384522,4.868201024199364,0.5306351452165006
9.6,30.144000000000077,5.439999999999994,4.380000000000006,1.1,0.05,0.25,-0.1484049418531603,0.1054542333446794,,,0,30.420513353694176,5.907597912824386,4.4312284280613055,1.2030282826729202,,0.5432379247152075
9.7,30.582250000000077,5.551249999999994,4.385000000000006,1.125,0.05,0.25,-0.0995870241402222,0.112726582623111,,,0,30.863138261379603,6.028464374004793,4.421269725647283,1.2143009409352312,,0.5537434190467687
9.8,31.021000000000075,5.664999999999994,4.390000000000006,1.15,0.05,0.25,0.1099661340085154,0.2198343018221754,,,0,31.305815064614375,6.150993639607427,4.432266339048135,1.2362843711174487,,0.5633022623513309
9.9,31.46025000000008,5.781249999999994,4.395000000000006,1.1749999999999998,0.05,0.25,-0.0858218583040091,0.4169448837490395,,,0,31.74861258922767,6.276706801137918,4.423684153217734,1.2779788594923527,,0.573262962923529
10.0,31.90000000000008,5.899999999999993,4.400000000000006,1.1999999999999995,0.05,0.25,-0.0067243831059084,0.2132409023213946,36.95075862861415,4.307070486332849,1,33.062519258590285,6.021313230865377,4.569503447343524,1.234717834055154,5.295997277192592,1.1688318641173834
10.1,32.34025000000008,6.021249999999993,4.405000000000006,1.2249999999999996,0.05,0.25,0.2448842446679098,0.0953779419593269,,,0,33.52069402454798,6.145261903980688,4.593991871810315,1.2442556282510866,,1.186940203809674
10.2,32.78100000000008,6.1449999999999925,4.4100000000000055,1.2499999999999996,0.05,0.25,-0.0034395956592138,0.2414568188179706,,,0,33.98007601375072,6.2708947508998865,4.593647912244394,1.2684013101328837,,1.2056669420102197
10.3,33.22225000000008,6.271249999999992,4.415000000000005,1.2749999999999997,0.05,0.25,0.1606273352700629,0.4073760432162024,,,0,34.44024394165151,6.399771762129256,4.6097106457714,1.309138914454504,,1.2247559288447616
10.4,33.66400000000008,6.399999999999992,4.420000000000005,1.2999999999999994,0.05,0.25,-0.0900426520014815,0.1036061775827642,,,0,34.90076479296864,6.5312036844626205,4.600706380571252,1.3194995322127805,,1.2437047720191186
10.5,34.10625000000008,6.531249999999992,4.425000000000005,1.3249999999999993,0.05,0.25,0.0191843663198555,0.1134137674117827,37.24086843736336,6.735209878153259,1,35.695297187976145,6.676435779153862,4.657857219284495,1.3329412551328783,3.141246946636654,1.5956659663235135
10.6,34.549000000000085,6.664999999999992,4.430000000000005,1.3499999999999992,0.05,0.25,-0.0925033082365871,0.3337823438911335,,,0,36.16062039336341,6.811398816386606,4.6486068884608365,1.3663194895219917,,1.6182561310694787
10.7,34.992250000000084,6.801249999999992,4.435000000000005,1.3749999999999991,0.05,0.25,-0.0008549613850843,0.2167695826403799,,,0,36.62547680740256,6.949114613252007,4.648521392322328,1.3879964477860296,,1.6399066279121701
10.8,35.436000000000085,6.939999999999992,4.440000000000005,1.399999999999999,0.05,0.25,0.1760462206186093,0.3471227036064211,,,0,37.091209177737895,7.089649871548642,4.666126014384189,1.4227087181466718,,1.6619604406007993
10.9,35.88025000000009,7.081249999999991,4.445000000000005,1.424999999999999,0.05,0.25,-0.2090980634788523,0.2479529812307055,,,0,37.55677628885892,7.233160508269463,4.645216208036304,1.4475040162697423,,1.6833945466697502
11.0,36.32500000000009,7.224999999999991,4.450000000000005,1.4499999999999988,0.05,0.25,0.1151635465318786,0.355249547213435,35.08855186462919,1.8019094206751929,1,37.51358980932026,6.413173813741048,4.573906945705761,1.325534190644691,5.562258122653383,1.4393774666554628
11.1,36.77025000000009,7.37124999999999,4.4550000000000045,1.4749999999999988,0.05,0.25,0.0856603403498416,0.0947382828939038,,,0,37.97140880559258,6.546200924219987,4.582472979740745,1.3350080189340814,,1.457219425377599
11.2,37.21600000000009,7.51999999999999,4.460000000000004,1.499999999999999,0.05,0.25,-0.0391224933545191,0.2481873023817598,,,0,38.42946049109988,6.680942662625304,4.578560730405293,1.3598267491722573,,1.4752977932818971
11.3,37.66225000000009,7.671249999999989,4.465000000000004,1.5249999999999986,0.05,0.25,-0.1669086781582681,0.2183964978455264,,,0,38.88648202074962,6.818017320031757,4.561869862589466,1.3816663989568099,,1.4922298907320675
11.4,38.109000000000094,7.824999999999989,4.470000000000004,1.5499999999999985,0.05,0.25,0.0608194261570804,0.0676163613843804,,,0,39.342973104139354,6.9565220417343605,4.567951805205174,1.3884280350952478,,1.5089544677465634
11.5,38.5562500000001,7.981249999999989,4.475000000000004,1.5749999999999984,0.05,0.25,-0.0294239063595703,0.0154783078196967,38.04155646935105,3.303100294083162,1,39.5019823655633,6.453402096806545,4.517007202361989,1.286429731805405,4.706378023646387,1.7968664175631905
11.6,39.0040000000001,8.13999999999999,4.480000000000004,1.5999999999999983,0.05,0.25,0.0849014317032056,0.3528623552911992,,,0,39.95410759295801,6.583809381763541,4.525497345532309,1.321715967334525,,1.8233029585023492
11.7,39.4522500000001,8.30124999999999,4.485000000000004,1.6249999999999982,0.05,0.25,0.0532778218285164,0.1973571426673032,,,0,40.40692371662038,6.71696776421033,4.53082512771516,1.3414516816012552,,1.8496897328590742
